Site_ID,Sector_ID,Cell_ID,Vendor,Antenna_model,Azimuth,Frequency,Polarization ,Tilt,Antenna_Height,Antenna_Power,Antenna_receiver_sensitivity_dbm,Antenna_horizontal_beamwidth,Antenna_vertical_beamwidth,Front_to_back_ratio_dB
MW6028,MW6028-1,60287,Andrew,TBXLHA-6565DC-VTM,0,824Ð960&1710Ð2180,3xDual Polarization,4,48,2*40 W,,66.8&61.9,9.2&9.1,>25
MW6028,MW6028-2,60288,Andrew,TBXLHA-6565DC-VTM,120,824Ð960&1710Ð2180,3xDual Polarization,4,48,2*40 W,,66.8&61.9,9.2&9.1,>25
MW6028,MW6028-3,60289,Andrew,TBXLHA-6565DC-VTM,240,824Ð960&1710Ð2180,3xDual Polarization,4,48,2*40 W,,66.8&61.9,9.2&9.1,>25
MW6028,MW6028-1,29017,Kathrein,742266V011.pafx,0,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,4,48,2*40W,,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.1421,> 26 & > 28
MW6028,MW6028-2,29018,Kathrein,742266V011.pafx,120,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,4,48,2*40W,,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.1422,> 26 & > 28
MW6028,MW6028-3,29019,Kathrein,742266V011.pafx,240,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,4,48,2*40W,,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.1423,> 26 & > 28
MW6026,MW6026-1,60267,Andrew,TBXLHA-6565DC-VTM,0,824Ð960&1710Ð2180,3xDual Polarization,4,48,2*40 W,,66.8&61.9,9.2&9.1,>25
MW6026,MW6026-2,60268,Andrew,TBXLHA-6565DC-VTM,190,824Ð960&1710Ð2180,3xDual Polarization,4,48,2*40 W,,66.8&61.9,9.2&9.1,>25
MW6026,MW6026-3,60269,Andrew,TBXLHA-6565DC-VTM,280,824Ð960&1710Ð2180,3xDual Polarization,4,48,2*40 W,,66.8&61.9,9.2&9.1,>25
MW6026,MW6026-1,29007,Kathrein,742266V011.pafx,0,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,4,48,2*40W,,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.1427,> 26 & > 28
MW6026,MW6026-2,29008,Kathrein,742266V011.pafx,190,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,4,48,2*40W,,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.1428,> 26 & > 28
MW6026,MW6026-3,29009,Kathrein,742266V011.pafx,280,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,4,48,2*40W,,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.1429,> 26 & > 28
MW0263,MW0263-1,2637,Andrew,DBXLH-6565C-VTM,120,824Ð960MHz&1710Ð2180,Dual Polarization,0,46,2*40 W,,67.2&61.9,7.4&4.6,>27db
MW0263,MW0263-2,2638,Andrew,DBXLH-6565C-VTM,230,824Ð960MHz&1710Ð2180,Dual Polarization,0,46,2*40 W,,67.2&61.9,7.4&4.6,>27db
MW0263,MW0263-3,2639,Andrew,DBXLH-6565C-VTM,340,824Ð960MHz&1710Ð2180,Dual Polarization,2,46,2*40 W,,67.2&61.9,7.4&4.6,>27db
MW0263,MW0263-1,29077,Kathrein,742266V011.pafx,120,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,0,46,2*40W,,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.1433,> 26 & > 28
MW0263,MW0263-2,29078,Kathrein,742266V011.pafx,230,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,0,46,2*40W,,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.1434,> 26 & > 28
MW0263,MW0263-3,29079,Kathrein,742266V011.pafx,340,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,46,2*40W,,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.1435,> 26 & > 28
MW6027,MW6027-1,60277,Andrew,TBXLHA-6565DC-VTM,120,824Ð960&1710Ð2180,3xDual Polarization,4,48,2*40 W,,66.8&61.9,9.2&9.1,>25
MW6027,MW6027-2,60278,Andrew,TBXLHA-6565DC-VTM,240,824Ð960&1710Ð2180,3xDual Polarization,4,48,2*40 W,,66.8&61.9,9.2&9.1,>25
MW6027,MW6027-3,60279,Andrew,TBXLHA-6565DC-VTM,310,824Ð960&1710Ð2180,3xDual Polarization,4,48,2*40 W,,66.8&61.9,9.2&9.1,>25
MW6027,MW6027-1,29057,Kathrein,742266V011.pafx,120,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,4,48,2*40W,,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.1439,> 26 & > 28
MW6027,MW6027-2,29058,Kathrein,742266V011.pafx,240,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,4,48,2*40W,,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.1440,> 26 & > 28
MW6027,MW6027-3,29059,Kathrein,742266V011.pafx,310,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,4,48,2*40W,,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.1441,> 26 & > 28
MW0217,MW0217-1,2177,Kathrein,739630,30,870ÊÐÊ960ÊMHz,Dual Polarization,4,38,2*40 W,,65,7,>Ê30ÊdB
MW0217,MW0217-2,2178,Kathrein,739630,180,870ÊÐÊ960ÊMHz,Dual Polarization,4,38,2*40 W,,65,7,>Ê30ÊdB
MW0217,MW0217-3,2179,Kathrein,739630,310,870ÊÐÊ960ÊMHz,Dual Polarization,4,38,2*40 W,,65,7,>Ê30ÊdB
MW0264,MW0264-1,2647,Kathrein,80010213,40,806Ð960MHz,Dual Polarization,2,46,2*40 W,,88,8,>27db
MW0264,MW0264-2,2648,Kathrein,80010213,120,806Ð960MHz,Dual Polarization,2,46,2*40 W,,88,8,>27db
MW0264,MW0264-3,2649,Kathrein,80010213,280,806Ð960MHz,Dual Polarization,2,46,2*40 W,,88,8,>27db
MW0264,MW0264-1,29027,Kathrein,742266V011.pafx,40,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,46,2*40W,,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.1448,> 26 & > 28
MW0264,MW0264-2,29028,Kathrein,742266V011.pafx,120,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,46,2*40W,,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.1449,> 26 & > 28
MW0264,MW0264-3,29029,Kathrein,742266V011.pafx,280,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,46,2*40W,,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.1450,> 26 & > 28
MW6029,MW6029-1,60297,Andrew,TBXLHA-6565DC-VTM,20,824Ð960&1710Ð2180,3xDual Polarization,4,48,2*40 W,,66.8&61.9,9.2&9.1,>25
MW6029,MW6029-2,60298,Andrew,TBXLHA-6565DC-VTM,140,824Ð960&1710Ð2180,3xDual Polarization,4,48,2*40 W,,66.8&61.9,9.2&9.1,>25
MW6029,MW6029-3,60299,Andrew,TBXLHA-6565DC-VTM,250,824Ð960&1710Ð2180,3xDual Polarization,4,48,2*40 W,,66.8&61.9,9.2&9.1,>25
MW0192,MW0192-1,1927,Andrew,DBXLH-6565C-VTM,60,824Ð960MHz&1710Ð2180,Dual Polarization,4,25,2*40 W,,67.2&61.9,7.4&4.6,>27db
MW0192,MW0192-2,1928,Andrew,DBXLH-6565C-VTM,165,824Ð960MHz&1710Ð2180,Dual Polarization,2,25,2*40 W,,67.2&61.9,7.4&4.6,>27db
MW0192,MW0192-3,1929,Andrew,DBXLH-6565C-VTM,300,824Ð960MHz&1710Ð2180,Dual Polarization,4,25,2*40 W,,67.2&61.9,7.4&4.6,>27db
MW1506,MW1506-1,63977,Kathrein,742266V011.pafx,0,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,25,2*40W,,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.1457,> 26 & > 28
MW1506,MW1506-2,63978,Kathrein,742266V011.pafx,120,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,25,2*40W,,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.1458,> 26 & > 28
MW1506,MW1506-3,63979,Kathrein,742266V011.pafx,240,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,25,2*40W,,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.1459,> 26 & > 28
MW6213,MW6213-1,62137,Andrew,DBXLH-6565C-VTM,0,824Ð960MHz&1710Ð2180,Dual Polarization,0,42,2*40 W,,67.2&61.9,7.4&4.6,>27db
MW6213,MW6213-2,62138,Andrew,DBXLH-6565C-VTM,120,824Ð960MHz&1710Ð2180,Dual Polarization,0,42,2*40 W,,67.2&61.9,7.4&4.6,>27db
MW6213,MW6213-3,62139,Andrew,DBXLH-6565C-VTM,240,824Ð960MHz&1710Ð2180,Dual Polarization,0,42,2*40 W,,67.2&61.9,7.4&4.6,>27db
MW2623,MW2623-1,26237,Kathrein,742266V011.pafx,24,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,48,2*40W,,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.1463,> 26 & > 28
MW2623,MW2623-2,26238,Kathrein,742266V011.pafx,160,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,48,2*40W,,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.1464,> 26 & > 28
MW2623,MW2623-3,26239,Kathrein,742266V011.pafx,275,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,48,2*40W,,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.1465,> 26 & > 28
MW0719,MW0719-1,7197,Rosenberger,BA-G6W9W9X65V-00M,60,,,0,40,2*40 W,,,,
MW0719,MW0719-2,7198,Rosenberger,BA-G6W9W9X65V-00M,150,,,0,40,2*40 W,,,,
MW0719,MW0719-3,7199,Rosenberger,BA-G6W9W9X65V-00M,300,,,0,40,2*40 W,,,,
MW5019,MW5019-1,50197,Andrew,DBXLH-6565C-VTM,30,824Ð960MHz&1710Ð2180,Dual Polarization,2,38,2*40 W,,67.2&61.9,7.4&4.6,>27db
MW5019,MW5019-2,50198,Andrew,DBXLH-6565C-VTM,180,824Ð960MHz&1710Ð2180,Dual Polarization,2,38,2*40 W,,67.2&61.9,7.4&4.6,>27db
MW5019,MW5019-3,50199,Andrew,DBXLH-6565C-VTM,280,824Ð960MHz&1710Ð2180,Dual Polarization,2,38,2*40 W,,67.2&61.9,7.4&4.6,>27db
MW5018,MW5018-1,50187,Rosenberger,BA-G6W9W9X65V-00M,0,,,0,46,2*40 W,,,,
MW5018,MW5018-2,50188,Rosenberger,BA-G6W9W9X65V-00M,80,,,4,46,2*40 W,,,,
MW5018,MW5018-3,50189,Rosenberger,BA-G6W9W9X65V-00M,180,,,4,46,2*40 W,,,,
MW0376,MW0376-1,3767,Kathrein,742266,70,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,3,28,2*40 W,,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.1475,> 26 & > 28
MW0376,MW0376-2,3768,Kathrein,742266,210,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,3,28,2*40 W,,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.1476,> 26 & > 28
MW0376,MW0376-3,3769,Kathrein,742266,320,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,3,28,2*40 W,,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.1477,> 26 & > 28
MW5606,MW5606-1,56067,Rosenberger,BA-G6W9W9X65V-00M,90,,,0,48,2*40 W,,,,
MW5606,MW5606-2,56068,Rosenberger,BA-G6W9W9X65V-00M,180,,,0,48,2*40 W,,,,
MW5606,MW5606-3,56069,Rosenberger,BA-G6W9W9X65V-00M,305,,,0,48,2*40 W,,,,
MW5607,MW5607-1,56077,Rosenberger,BA-G6W9W9X65V-00M,0,,,2,48,2*40 W,,,,
MW5607,MW5607-2,56078,Rosenberger,BA-G6W9W9X65V-00M,120,,,2,48,2*40 W,,,,
MW5607,MW5607-3,56079,Rosenberger,BA-G6W9W9X65V-00M,260,,,2,48,2*40 W,,,,
MW6152,MW6152-1,61527,Rosenberger,BA-G6W9W9X65V-00M,0,,,2,38,2*40 W,,,,
MW6152,MW6152-2,61528,Rosenberger,BA-G6W9W9X65V-00M,120,,,2,38,2*40 W,,,,
MW6152,MW6152-3,61529,Rosenberger,BA-G6W9W9X65V-00M,240,,,2,38,2*40 W,,,,
MW6212,MW6212-1,62127,Rosenberger,BA-G6W9W9X65V-00M,0,,,4,38,2*40 W,,,,
MW6212,MW6212-2,62128,Rosenberger,BA-G6W9W9X65V-00M,120,,,1,38,2*40 W,,,,
MW6212,MW6212-3,62129,Rosenberger,BA-G6W9W9X65V-00M,290,,,2,38,2*40 W,,,,
MW5944,MW5944-1,59447,Rosenberger,BA-G6W9W9X65V-00M,60,,,2,51,2*40 W,,,,
MW5944,MW5944-2,59448,Rosenberger,BA-G6W9W9X65V-00M,160,,,2,51,2*40 W,,,,
MW5944,MW5944-3,59449,Rosenberger,BA-G6W9W9X65V-00M,280,,,2,51,2*40 W,,,,
MW5009,MW5009-1,50097,Kathrein,742266,0,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,3,23,2*40 W,,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.1493,> 26 & > 28
MW5009,MW5009-2,50098,Kathrein,742266,120,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,1,23,2*40 W,,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.1494,> 26 & > 28
MW5009,MW5009-3,50099,Kathrein,742266,240,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,3,23,2*40 W,,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.1495,> 26 & > 28
MW5009,MW5009-1,29177,Kathrein,742266V011.pafx,0,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,3,23,2*40W,,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.1496,> 26 & > 28
MW5009,MW5009-2,29178,Kathrein,742266V011.pafx,120,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,1,23,2*40W,,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.1497,> 26 & > 28
MW5009,MW5009-3,29179,Kathrein,742266V011.pafx,240,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,3,23,2*40W,,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.1498,> 26 & > 28
MW6122,MW6122-1,61227,Rosenberger,BA-G6W9W9X65V-00M,50,,,0,48,2*40 W,,,,
MW6122,MW6122-2,61228,Rosenberger,BA-G6W9W9X65V-00M,220,,,0,48,2*40 W,,,,
MW6122,MW6122-3,61229,Rosenberger,BA-G6W9W9X65V-00M,330,,,0,48,2*40 W,,,,
MW0319,MW0319-1,3197,Kathrein,742266,100,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,3,30,2*40 W,,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.1502,> 26 & > 28
MW0319,MW0319-2,3198,Kathrein,742266,200,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,3,30,2*40 W,,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.1503,> 26 & > 28
MW0319,MW0319-3,3199,Kathrein,742266,330,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,3,30,2*40 W,,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.1504,> 26 & > 28
MW6369,MW6369-1,63697,Andrew,DBXLH-6565C-VTM,0,824Ð960MHz&1710Ð2180,Dual Polarization,2,33,2*40 W,,67.2&61.9,7.4&4.6,>27db
MW6369,MW6369-2,63698,Andrew,DBXLH-6565C-VTM,120,824Ð960MHz&1710Ð2180,Dual Polarization,2,33,2*40 W,,67.2&61.9,7.4&4.6,>27db
MW6369,MW6369-3,63699,Andrew,DBXLH-6565C-VTM,240,824Ð960MHz&1710Ð2180,Dual Polarization,2,33,2*40 W,,67.2&61.9,7.4&4.6,>27db
MW0422,MW0422-1,4227,Rosenberger,BA-G6W9W9X65V-00M,0,,,4,46,2*40 W,,,,
MW0422,MW0422-2,4228,Rosenberger,BA-G6W9W9X65V-00M,150,,,4,46,2*40 W,,,,
MW0422,MW0422-3,4229,Rosenberger,BA-G6W9W9X65V-00M,300,,,4,46,2*40 W,,,,
MW0466,MW0466-1,4667,Kathrein,742266,60,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,28,2*40 W,,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.1511,> 26 & > 28
MW0466,MW0466-2,4668,Kathrein,742266,190,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,28,2*40 W,,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.1512,> 26 & > 28
MW0466,MW0466-3,4669,Kathrein,742266,320,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,28,2*40 W,,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.1513,> 26 & > 28
MW2618,MW2618-1,26187,Kathrein,742266V011.pafx,0,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,48,2*40W,,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.1514,> 26 & > 28
MW2618,MW2618-2,26188,Kathrein,742266V011.pafx,160,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,48,2*40W,,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.1515,> 26 & > 28
MW2618,MW2618-3,26189,Kathrein,742266V011.pafx,270,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,48,2*40W,,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.1516,> 26 & > 28
MW6211,MW6211-1,62117,Andrew,DBXLH-6565C-VTM,0,824Ð960MHz&1710Ð2180,Dual Polarization,2,38,2*40 W,,67.2&61.9,7.4&4.6,>27db
MW6211,MW6211-2,62118,Andrew,DBXLH-6565C-VTM,110,824Ð960MHz&1710Ð2180,Dual Polarization,2,38,2*40 W,,67.2&61.9,7.4&4.6,>27db
MW6211,MW6211-3,62119,Andrew,DBXLH-6565C-VTM,270,824Ð960MHz&1710Ð2180,Dual Polarization,2,38,2*40 W,,67.2&61.9,7.4&4.6,>27db
MW0357,MW0357-1,3577,Kathrein,742266,60,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,0,46,2*40 W,,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.1520,> 26 & > 28
MW0357,MW0357-2,3578,Kathrein,742266,200,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,0,46,2*40 W,,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.1521,> 26 & > 28
MW0357,MW0357-3,3579,Kathrein,742266,320,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,0,46,2*40 W,,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.1522,> 26 & > 28
MW5544,MW5544-1,55447,Rosenberger,BA-G6W9W9X65V-00M,350,,,4,28,2*40 W,,,,
MW5544,MW5544-2,55448,Rosenberger,BA-G6W9W9X65V-00M,110,,,2,28,2*40 W,,,,
MW5544,MW5544-3,55449,Rosenberger,BA-G6W9W9X65V-00M,290,,,2,28,2*40 W,,,,
MW5907,MW5907-1,59077,Rosenberger,BA-G6W9W9X65V-00M,40,,,2,48,2*40 W,,,,
MW5907,MW5907-2,59078,Rosenberger,BA-G6W9W9X65V-00M,180,,,2,48,2*40 W,,,,
MW5907,MW5907-3,59079,Rosenberger,BA-G6W9W9X65V-00M,300,,,0,48,2*40 W,,,,
MW0510,MW0510-1,5107,Rosenberger,BA-G6W9W9X65V-00M,20,,,0,28,2*40 W,,,,
MW0510,MW0510-2,5108,Rosenberger,BA-G6W9W9X65V-00M,140,,,0,28,2*40 W,,,,
MW0510,MW0510-3,5109,Rosenberger,BA-G6W9W9X65V-00M,220,,,0,28,2*40 W,,,,
MW0510,MW0510-1,29037,Kathrein,742266V011.pafx,20,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,0,28,2*40W,,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.1532,> 26 & > 28
MW0510,MW0510-2,29038,Kathrein,742266V011.pafx,140,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,0,28,2*40W,,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.1533,> 26 & > 28
MW0510,MW0510-3,29039,Kathrein,742266V011.pafx,220,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,0,28,2*40W,,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.1534,> 26 & > 28
MW6031,MW6031-1,60317,Andrew,TBXLHA-6565DC-VTM,30,824Ð960&1710Ð2180,3xDual Polarization,0,48,2*40 W,,66.8&61.9,9.2&9.1,>25
MW6031,MW6031-2,60318,Andrew,TBXLHA-6565DC-VTM,180,824Ð960&1710Ð2180,3xDual Polarization,0,48,2*40 W,,66.8&61.9,9.2&9.1,>25
MW6031,MW6031-3,60319,Andrew,TBXLHA-6565DC-VTM,250,824Ð960&1710Ð2180,3xDual Polarization,0,48,2*40 W,,66.8&61.9,9.2&9.1,>25
MW0290,MW0290-1,2907,Andrew,DBXLH-6565C-VTM,0,824Ð960MHz&1710Ð2180,Dual Polarization,0,15,2*40 W,,67.2&61.9,7.4&4.6,>27db
MW0290,MW0290-2,2908,Andrew,DBXLH-6565C-VTM,100,824Ð960MHz&1710Ð2180,Dual Polarization,0,15,2*40 W,,67.2&61.9,7.4&4.6,>27db
MW0290,MW0290-3,2909,Andrew,DBXLH-6565C-VTM,230,824Ð960MHz&1710Ð2180,Dual Polarization,2,15,2*40 W,,67.2&61.9,7.4&4.6,>27db
MW0627,MW0627-1,6277,Rosenberger,BA-G6W9W9X65V-00M,40,,,2,28,2*40 W,,,,
MW0627,MW0627-2,6278,Rosenberger,BA-G6W9W9X65V-00M,160,,,2,28,2*40 W,,,,
MW0627,MW0627-3,6279,Rosenberger,BA-G6W9W9X65V-00M,340,,,2,28,2*40 W,,,,
MW4013,MW4013-1,40137,RFS,APXVBLL26EX_43-C-I20,90,698MHz-2690MHz,3xDual Polarization,2,35,2*40 W,,67&66&63,16.2&7.8&6.6,>23.6db
MW4013,MW4013-2,40138,RFS,APXVBLL26EX_43-C-I20,210,698MHz-2690MHz,3xDual Polarization,2,35,2*40 W,,67&66&63,16.2&7.8&6.6,>23.6db
MW4013,MW4013-3,40139,RFS,APXVBLL26EX_43-C-I20,330,698MHz-2690MHz,3xDual Polarization,2,35,2*40 W,,67&66&63,16.2&7.8&6.6,>23.6db
MW4013,MW4013-1,24027,Kathrein,742266V011.pafx,90,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,35,2*40W,,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.1547,> 26 & > 28
MW4013,MW4013-2,24028,Kathrein,742266V011.pafx,210,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,35,2*40W,,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.1548,> 26 & > 28
MW4013,MW4013-3,24029,Kathrein,742266V011.pafx,330,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,35,2*40W,,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.1549,> 26 & > 28
MW0307,MW0307-1,3077,Kathrein,742266,90,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,27,2*40 W,,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.1550,> 26 & > 28
MW0307,MW0307-2,3078,Kathrein,742266,180,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,27,2*40 W,,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.1551,> 26 & > 28
MW0307,MW0307-3,3079,Kathrein,742266,340,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,27,2*40 W,,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.1552,> 26 & > 28
MW4016,MW4016-1,40167,RFS,APXVBLL26EX_43-C-I20,90,698MHz-2690MHz,3xDual Polarization,2,38,2*40 W,,67&66&63,16.2&7.8&6.6,>23.6db
MW4016,MW4016-2,40168,RFS,APXVBLL26EX_43-C-I20,210,698MHz-2690MHz,3xDual Polarization,2,38,2*40 W,,67&66&63,16.2&7.8&6.6,>23.6db
MW4016,MW4016-3,40169,RFS,APXVBLL26EX_43-C-I20,330,698MHz-2690MHz,3xDual Polarization,2,38,2*40 W,,67&66&63,16.2&7.8&6.6,>23.6db
MW0165,MW0165-1,1657,Rosenberger,BA-G6W9W9X65V-00M,0,,,2,48,2*40 W,,,,
MW0165,MW0165-2,1658,Rosenberger,BA-G6W9W9X65V-00M,120,,,2,48,2*40 W,,,,
MW0165,MW0165-3,1659,Rosenberger,BA-G6W9W9X65V-00M,240,,,2,48,2*40 W,,,,
MW0179,MW0179-1,1797,Rosenberger,BA-G6W9W9X65V-00M,0,,,2,48,2*40 W,,,,
MW0179,MW0179-2,1798,Rosenberger,BA-G6W9W9X65V-00M,120,,,2,48,2*40 W,,,,
MW0179,MW0179-3,1799,Rosenberger,BA-G6W9W9X65V-00M,240,,,2,48,2*40 W,,,,
MW0360,MW0360-1,3607,Andrew,DBXLH-6565C-VTM,40,824Ð960MHz&1710Ð2180,Dual Polarization,2,47,2*40 W,,67.2&61.9,7.4&4.6,>27db
MW0360,MW0360-2,3608,Andrew,DBXLH-6565C-VTM,160,824Ð960MHz&1710Ð2180,Dual Polarization,2,47,2*20 W,,67.2&61.9,7.4&4.6,>27db
MW0360,MW0360-3,3609,Andrew,DBXLH-6565C-VTM,310,824Ð960MHz&1710Ð2180,Dual Polarization,2,47,2*20 W,,67.2&61.9,7.4&4.6,>27db
MW0468,MW0468-1,4687,Rosenberger,BA-G6W9W9X65V-00M,90,,,2,26,2*40 W,,,,
MW0468,MW0468-2,4688,Rosenberger,BA-G6W9W9X65V-00M,220,,,2,26,2*40 W,,,,
MW0468,MW0468-3,4689,Rosenberger,BA-G6W9W9X65V-00M,350,,,2,26,2*40 W,,,,
MW0415,MW0415-1,4157,Andrew,DBXLH-6565C-VTM,0,824Ð960MHz&1710Ð2180,Dual Polarization,4,27,2*40 W,,67.2&61.9,7.4&4.6,>27db
MW0415,MW0415-2,4158,Andrew,DBXLH-6565C-VTM,130,824Ð960MHz&1710Ð2180,Dual Polarization,4,27,2*40 W,,67.2&61.9,7.4&4.6,>27db
MW0415,MW0415-3,4159,Andrew,DBXLH-6565C-VTM,280,824Ð960MHz&1710Ð2180,Dual Polarization,4,27,2*40 W,,67.2&61.9,7.4&4.6,>27db
