cellID,latitude,longitude,band,antenna,height,azimuth,etilt,mtilt
56159,-14.141190,34.130380,1800DCS,742266,38,250,0,2
50797,-14.614830,34.737188,1800DCS,A26451800,47,60,0,2
50798,-14.614830,34.737188,1800DCS,A26451800,47,170,0,3
50799,-14.614830,34.737188,1800DCS,A19451801,47,280,0,3
57067,-12.308689,34.030578,1800DCS,BA-G6W9W9X65V-00M,48,40,0,0
57068,-12.308689,34.030578,1800DCS,BA-G6W9W9X65V-00M,48,170,0,0
57069,-12.308689,34.030578,1800DCS,BA-G6W9W9X65V-00M,48,290,0,0
3487,-13.768500,33.364166,1800DCS,742266,48,0,0,4
3488,-13.768500,33.364166,1800DCS,742266,48,120,0,4
3489,-13.768500,33.364166,1800DCS,742266,48,220,0,4
117,-13.621290,33.681560,1800DCS,BA-G6W9W9X65V-00M,48,50,0,2
118,-13.621290,33.681560,1800DCS,BA-G6W9W9X65V-00M,48,170,0,2
119,-13.621290,33.681560,1800DCS,BA-G6W9W9X65V-00M,48,290,0,2
58037,-9.874628,33.869371,1800DCS,BA-G6W9W9X65V-00M,49,0,0,0
58038,-9.874628,33.869371,1800DCS,BA-G6W9W9X65V-00M,49,120,0,4
58039,-9.874628,33.869371,1800DCS,BA-G6W9W9X65V-00M,49,200,0,2
4657,-13.048035,33.478467,1800DCS,742266,28,20,0,3
4658,-13.048035,33.478467,1800DCS,742266,28,140,0,3
4659,-13.048035,33.478467,1800DCS,742266,28,280,0,3
3267,-13.044462,33.495667,1800DCS,742266,54,70,0,3
3268,-13.044462,33.495667,1800DCS,742266,54,180,0,3
3269,-13.044462,33.495667,1800DCS,742266,54,320,0,3
4647,-13.022326,33.490070,1800DCS,742266,28,10,0,2
4648,-13.022326,33.490070,1800DCS,742266,28,140,0,2
4649,-13.022326,33.490070,1800DCS,742266,28,260,0,2
3807,-13.037224,33.481558,1800DCS,742266,50,100,0,2
3808,-13.037224,33.481558,1800DCS,742266,50,240,0,2
3809,-13.037224,33.481558,1800DCS,742266,50,340,0,2
57117,-13.016902,33.469305,1800DCS,742266,28,20,0,2
57118,-13.016902,33.469305,1800DCS,742266,28,120,0,2
57119,-13.016902,33.469305,1800DCS,742266,28,280,0,0
60647,-14.965250,35.093699,1800DCS,TBXLHA-6565DC-VTM,48,0,0,0
60648,-14.965250,35.093699,1800DCS,TBXLHA-6565DC-VTM,48,120,0,0
60649,-14.965250,35.093699,1800DCS,TBXLHA-6565DC-VTM,48,240,0,0
60187,-14.565000,35.078110,1800DCS,TBXLHA-6565DC-VTM,48,70,0,0
60188,-14.565000,35.078110,1800DCS,TBXLHA-6565DC-VTM,48,190,0,4
60189,-14.565000,35.078110,1800DCS,TBXLHA-6565DC-VTM,48,290,0,0
26527,-12.707400,33.344600,1800DCS,742266V011.pafx,48,100,0,2
26528,-12.707400,33.344600,1800DCS,742266V011.pafx,48,150,0,2
26529,-12.707400,33.344600,1800DCS,742266V011.pafx,48,220,0,2
6107,-11.463223,33.995567,1800DCS,742266,48,0,0,2
6108,-11.463223,33.995567,1800DCS,742266,48,130,0,2
6109,-11.463223,33.995567,1800DCS,742266,48,250,0,2
4297,-11.460373,34.009344,1800DCS,TBXLHA-6565DC-VTM,35,0,0,2
4298,-11.460373,34.009344,1800DCS,TBXLHA-6565DC-VTM,35,120,0,2
4299,-11.460373,34.009344,1800DCS,TBXLHA-6565DC-VTM,35,240,0,2
26517,-12.506000,33.434100,1800DCS,742266V011.pafx,48,0,0,2
26518,-12.506000,33.434100,1800DCS,742266V011.pafx,48,120,0,2
26519,-12.506000,33.434100,1800DCS,742266V011.pafx,48,240,0,2
53007,-14.184100,35.446000,1800DCS,BA-G6W9W9X65V-00M,40,60,0,0
53008,-14.184100,35.446000,1800DCS,BA-G6W9W9X65V-00M,40,180,0,0
53009,-14.184100,35.446000,1800DCS,BA-G6W9W9X65V-00M,40,280,0,0
55137,-13.941512,33.823665,1800DCS,742266,30,100,0,2
