Cell_ID;Dl Freq;Ul Freq;Azimuth;Tilt_Electrical;Tilt_Mechanical;Antenna height_m_;Longitude;Latitude
FDD_MRA_Msonkho_House_Msonkho_1;1347;;0;0;0;0;34.98996;-15.78804
FDD_Msenjere_1;1347;;0;2;0;30;34.1704;-12.73005
FDD_Mt_Soche_Hotel_Hotel_1;1347;;0;0;0;0;35.00593;-15.78417
FDD_Mt_Soche_Hotel_Hotel_2;1347;;0;0;0;0;35.00593;-15.78417
FDD_Mt_Soche_Hotel_Hotel_3;1347;;0;0;0;0;35.00593;-15.78417
FDD_Mtandile_1;1347;;0;0;0;0;33.73596;-13.9412
FDD_Mtandile_2;1347;;0;0;0;0;33.73596;-13.9412
FDD_Mtsiridza_1;1347;;20;0;0;30;33.73568;-13.95217
FDD_Mtsiridza_2;1347;;140;0;0;30;33.73568;-13.95217
FDD_Mtsiridza_3;1347;;280;0;0;30;33.73568;-13.95217
FDD_Mulanje_1;1347;;270;4;0;38;35.51518;-16.02416
FDD_Mulanje_Market_1;1347;;40;3;0;30;35.50631;-16.02428
FDD_Mulanje_Market_2;1347;;170;3;0;30;35.50631;-16.02428
FDD_Mulanje_Market_3;1347;;240;3;0;30;35.50631;-16.02428
FDD_Mulanje_Mission_1;1347;;0;2;0;30;35.4638;-16.0249
FDD_Mulomba_1;1347;;0;2;0;30;35.5166;-15.7642
FDD_Muloza_2;1347;;100;4;0;36;35.71714;-16.07506
FDD_Mulunguzi_1;1347;;65;3;0;30;35.33538;-15.37241
FDD_Mulunguzi_2;1347;;160;3;0;30;35.33538;-15.37241
FDD_Mulunguzi_3;1347;;250;3;0;30;35.33538;-15.37241
FDD_MUST_1;1347;;0;2;0;30;35.21784;-15.90208
FDD_MUST_3;1347;;120;2;0;30;35.21784;-15.90208
FDD_Mwaiwathu_Hospital_1;1347;;300;0;0;30;35.01674;-15.78511
FDD_Mwaiwathu_Hospital_2;1347;;120;0;0;30;35.01674;-15.78511
FDD_Mwaiwathu_Hospital_3;1347;;160;0;0;30;35.01674;-15.78511
FDD_Mwanza_1;1347;;0;2;0;30;34.52145;-15.60801
FDD_Mwanza_2;1347;;120;2;0;30;34.52145;-15.60801
FDD_Mwanza_border_1;1347;;0;2;0;30;34.49463;-15.58217
FDD_Mwima_1;1347;;0;2;0;30;35.1815;-14.92793
FDD_MZ_Area_1B_1;1347;;0;0;0;0;33.99587;-11.40235
FDD_MZ_Area_1B_2;1347;;0;0;0;0;33.99587;-11.40235
FDD_Mzimba_1;1347;;20;3;0;30;33.59587;-11.90003
FDD_Mzimba_2;1347;;120;3;0;30;33.59587;-11.90003
FDD_Mzimba_Hospital_1;1347;;0;0;0;30;33.59587;-11.90003
FDD_Mzimba_Hospital_2;1347;;90;0;0;30;33.59587;-11.90003
FDD_Mzimba_Hospital_3;1347;;160;0;0;30;33.59587;-11.90003
FDD_Mzuzu_Chibanja_1;1347;;0;3;0;38.5;34.00769;-11.4373
FDD_Mzuzu_Chibanja_2;1347;;160;3;0;38;34.00769;-11.4373
FDD_Mzuzu_Chibanja_3;1347;;250;3;0;38;34.00769;-11.4373
FDD_Mzuzu_Chimaliro_1;1347;;350;1;0;39;34.03263;-11.44983
FDD_Mzuzu_Chimaliro_2;1347;;100;1;0;39;34.03263;-11.44983
FDD_Mzuzu_Chimaliro_3;1347;;280;1;0;39;34.03263;-11.44983
FDD_Mzuzu_forestry_1;1347;;245;3;0;30;34.04863;-11.43565
FDD_Mzuzu_Gestetner_1;1347;;0;2;0;30;34.02119;-11.4656
FDD_Mzuzu_Gestetner_2;1347;;120;2;0;30;34.02119;-11.4656
FDD_Mzuzu_Govt_Sec_School_1;1347;;0;2;0;30;34.0535;-11.4648
FDD_Mzuzu_Govt_Sec_School_2;1347;;120;2;0;30;34.0535;-11.4648
FDD_Mzuzu_Govt_Sec_School_3;1347;;240;2;0;30;34.0535;-11.4648
FDD_Mzuzu_Hospital_1;1347;;0;0;0;0;33.99515;-11.42706
FDD_Mzuzu_Hospital_2;1347;;0;0;0;0;33.99515;-11.42706
FDD_Mzuzu_Hospital_3;1347;;0;0;0;0;33.99515;-11.42706
FDD_Mzuzu_Market_1;1347;;0;0;0;0;34.01597;-11.45749
FDD_Mzuzu_Market_2;1347;;0;0;0;0;34.01597;-11.45749
FDD_Mzuzu_Market_3;1347;;0;0;0;0;34.01597;-11.45749
FDD_Mzuzu_Office_1;1347;;20;3;0;30;34.02312;-11.46243
FDD_Mzuzu_Office_2;1347;;140;3;0;30;34.02312;-11.46243
FDD_Mzuzu_Office_3;1347;;300;3;0;30;34.02312;-11.46243
FDD_Mzuzu_Stadium_1;1347;;70;4;0;40;34.02211;-11.44855
FDD_Mzuzu_Stadium_2;1347;;170;4;0;40;34.02211;-11.44855
FDD_Mzuzu_Stadium_3;1347;;300;4;0;40;34.02211;-11.44855
FDD_Mzuzu_VHF_1;1347;;50;3;0;50;34.04396;-11.47651
FDD_Mzuzu_water_board_1;1347;;0;2;0;30;33.99554;-11.46326
FDD_Mzuzu_water_board_2;1347;;80;3;0;33;33.99554;-11.46326
FDD_Mzuzu_water_board_3;1347;;210;2;0;30;33.99554;-11.46326
FDD_Namalaka_1;3706;;0;0;0;0;35.19452;-14.12298
FDD_Namalaka_2;3706;;0;0;0;0;35.19452;-14.12298
FDD_Namalaka_3;3706;;0;0;0;0;35.19452;-14.12298
FDD_Namanja_1;1347;;0;2;0;30;35.67806;-14.96611
FDD_Nambande_1;1347;;0;2;0;30;35.07811;-14.565
FDD_Nambuma_1;1347;;0;2;0;30;33.601;-13.70311
FDD_Naminga_1;1347;;0;2;0;30;35.44423;-15.03533
FDD_Namiwawa_Ringroad_1;1347;;0;2;0;30;34.986;-15.77611
FDD_Namiwawa_Ringroad_2;1347;;0;0;0;0;34.986;-15.77611
FDD_Namiyango_1;1347;;40;0;0;27;35.08862;-15.84115
FDD_Namiyango_2;1347;;120;1;0;28;35.08862;-15.84115
FDD_Namiyango_3;1347;;240;1;0;28;35.08862;-15.84115
FDD_Namwera_1;1347;;0;2;0;30;35.50395;-14.35429
FDD_Nanjiri_1;1347;;0;0;0;0;33.85862;-14.08874
FDD_Naotcha_1;1347;;10;1;0;32;35.0058;-15.83946
FDD_Naotcha_2;1347;;180;1;0;32;35.0058;-15.83946
FDD_Naotcha_3;1347;;260;1;0;32;35.0058;-15.83946
FDD_Naperi_1;1347;;0;2;0;40;35.01206;-15.80929
FDD_Naperi_2;1347;;100;1;0;38;35.01206;-15.80929
FDD_Naperi_3;1347;;240;0;0;36;35.01206;-15.80929
FDD_Nayuchi_1;1347;;0;2;0;30;35.86258;-14.974
FDD_NBM_LampSite_1;1347;;0;0;0;20;35.00347;-15.78744
FDD_NBM_LampSite_2;1347;;180;0;0;20;35.00347;-15.78744
FDD_NBM_Towers_1;1347;;0;0;0;30;35.00347;-15.78744
FDD_NBM_Towers_2;1347;;90;0;0;30;35.00347;-15.78744
FDD_NBM_Towers_3;1347;;180;0;0;30;35.00347;-15.78744
FDD_NBM_Towers_4;1347;;270;0;0;30;35.00347;-15.78744
FDD_NBM_Towers_5;1347;;0;0;0;0;35.00347;-15.78744
FDD_NBM_Towers_6;1347;;0;0;0;0;35.00347;-15.78744
FDD_Nchalo_1;1347;;40;3;0;30;34.87239;-16.26575
FDD_Nchalo_2;1347;;220;3;0;30;34.87239;-16.26575
FDD_Nchalo_3;1347;;320;3;0;30;34.87239;-16.26575
FDD_Ndirande_1;1347;;60;5;0;18;35.0578;-15.7694
FDD_Ndirande_2;1347;;170;5;0;18;35.0578;-15.7694
FDD_Ndirande_3;1347;;290;5;0;18;35.0578;-15.7694
FDD_Ndirande_Market_1;1347;;20;1;0;18;35.0414;-15.78069
FDD_Ndirande_Market_2;1347;;180;3;0;18;35.0414;-15.78069
FDD_Ndirande_Market_3;1347;;285;1;0;18;35.0414;-15.78069
FDD_Ndirande_Township_1;1347;;310;1;0;28;35.03859;-15.76676
FDD_Ndirande_Township_2;1347;;150;1;0;28;35.03859;-15.76676
FDD_Ndirande_Township_3;1347;;235;1;0;28;35.03859;-15.76676
FDD_Neno_1;1347;;0;2;0;30;34.65164;-15.40488
FDD_New_Naperi_1;1347;;0;0;0;27;35.02433;-15.81229
FDD_New_Naperi_2;1347;;150;0;0;27;35.02433;-15.81229
FDD_New_Naperi_3;1347;;230;0;0;27;35.02433;-15.81229
FDD_Ngabu_1;1347;;0;2;0;30;34.88843;-16.46301
FDD_Ngabu_Trading_1;1347;;20;0;0;30;34.87474;-16.46688
FDD_Ngara_1;1347;;0;2;0;30;34.10035;-10.22282
FDD_Ngara_2;1347;;0;0;0;0;34.10035;-10.22282
FDD_Nguludi_1;1347;;120;3;0;30;35.17793;-15.8165
FDD_Nguludi_2;1347;;210;3;0;30;35.17793;-15.8165
FDD_Nguludi_3;1347;;320;3;0;30;35.17793;-15.8165
FDD_Ngumbe_GDC_1;1347;;0;0;0;0;35.02177;-15.71294
FDD_Ngumbe_GDC_2;1347;;0;0;0;0;35.02177;-15.71294
FDD_Ngumbe_GDC_3;1347;;0;0;0;0;35.02177;-15.71294
FDD_Njewa_1;1347;;180;3;0;30;33.6979;-13.9785
FDD_Njewa_2;1347;;0;0;0;0;33.6979;-13.9785
FDD_Njewa_Industrial_1;1347;;0;3;0;30;33.71403;-13.97411
FDD_Njewa_Industrial_2;1347;;120;3;0;30;33.71403;-13.97411
FDD_Njewa_Industrial_3;1347;;240;3;0;30;33.71403;-13.97411
FDD_Njuli_Hill_1;1347;;0;2;0;30;35.11398;-15.73451
FDD_Nkando_1;1347;;150;2;0;30;35.35806;-15.91722
FDD_Nkhamenya_TC_1;1347;;0;2;0;30;33.50897;-12.57671
FDD_Nkhamenya_TC_2;1347;;120;2;0;30;33.50897;-12.57671
FDD_Nkhatabay_1;1347;;0;0;0;30;34.29494;-11.60762
FDD_Nkhatabay_2;1347;;120;0;0;30;34.29494;-11.60762
FDD_Nkhatabay_Hospital_1;1347;;220;0;0;30;34.25512;-11.60681
FDD_Nkhate_1;1347;;0;0;0;0;34.96178;-16.14347
FDD_Nkholongo_1;1347;;0;2;0;30;33.98981;-11.39167
FDD_Nkhoma_1;1347;;0;0;0;0;34.105;-14.0439
FDD_Nkhotakota_1;1347;;0;4;0;30;34.28747;-12.92701
FDD_Nkhotakota_2;1347;;110;4;0;30;34.28747;-12.92701
FDD_Nkhotakota_3;1347;;300;4;0;30;34.28747;-12.92701
FDD_Nkhuzi_Bay_1;1347;;0;0;0;0;35.00856;-14.18769
FDD_Nkolokoti_1;1347;;30;1;0;46;35.07805;-15.76012
FDD_Nkolokoti_2;1347;;180;1;0;38;35.07805;-15.76012
FDD_Nkolokoti_3;1347;;340;1;0;38;35.07805;-15.76012
FDD_Nkopola_1;1347;;0;0;0;0;35.13463;-14.32548
FDD_Nkopola_2;1347;;0;0;0;0;35.13463;-14.32548
FDD_NRC_1;1347;;90;3;0;30;33.67359;-14.02039
FDD_NRC_2;1347;;204;3;0;30;33.67359;-14.02039
FDD_NRC_3;1347;;340;3;0;30;33.67359;-14.02039
FDD_NRC_Turn_Off_1;1347;;0;2;0;30;33.66965;-13.99549
FDD_NRC_Turn_Off_2;1347;;120;2;0;30;33.66965;-13.99549
FDD_Nsalu_1;1347;;0;2;0;30;33.51442;-13.88653
FDD_Nsalu_2;1347;;120;2;0;30;33.51442;-13.88653
FDD_Nsanama_1;1347;;0;2;0;30;35.4909;-14.9938
FDD_Nsanje_1;1347;;0;2;0;30;35.26541;-16.92582
FDD_Nsanje_2;1347;;120;2;0;30;35.26541;-16.92582
FDD_Nselema_1;1347;;0;2;0;30;35.54414;-14.71011
FDD_Nsundwe_1;1347;;0;2;0;30;33.45764;-14.02119
FDD_Nsungwi_1;1347;;270;0;0;30;33.74775;-13.88847
FDD_Nsungwi_2;1347;;140;0;0;30;33.74775;-13.88847
FDD_Nsungwi_3;1347;;40;0;0;30;33.74775;-13.88847
FDD_Nsungwi_Market_1;1347;;0;2;0;30;33.75271;-13.8889
FDD_Nsungwi_Market_2;1347;;120;2;0;30;33.75271;-13.8889
FDD_Ntaja_1;1347;;0;2;0;30;35.5274;-14.87174
FDD_Ntaja_2;1347;;120;2;0;30;35.5274;-14.87174
FDD_Ntaja_3;1347;;240;2;0;30;35.5274;-14.87174
FDD_Nthukwa_1;1347;;50;0;0;30;34.9788;-15.76302
FDD_Nthukwa_2;1347;;150;3;0;26;34.9788;-15.76302
FDD_Nthukwa_3;1347;;330;1;0;30;34.9788;-15.76302
FDD_Nyambadwe_Residential_1;1347;;25;1;0;38;35.01953;-15.77225
FDD_Nyambadwe_Residential_2;1347;;190;1;0;38;35.01953;-15.77225
FDD_Nyambadwe_Residential_3;1347;;280;2;0;38;35.01953;-15.77225
FDD_Nyambadwe_Tubestar_1;1347;;350;0;0;30;35.01388;-15.77436
FDD_Nyambadwe_Tubestar_2;1347;;130;0;0;30;35.01388;-15.77436
FDD_Nyambadwe_Tubestar_3;1347;;240;0;0;30;35.01388;-15.77436
FDD_Old_Naisi_New_lines_1;1347;;0;2;0;30;35.34541;-15.36703
FDD_Palm_Beach_1;1347;;0;0;0;0;35.20209;-14.40135
FDD_Palm_Beach_2;1347;;0;0;0;0;35.20209;-14.40135
FDD_Pasani_1;1347;;20;4;0;36;35.46421;-15.92535
FDD_Phalombe_1;1347;;0;2;0;30;35.64573;-15.81581
FDD_Phalula_1;1347;;0;2;0;30;34.88569;-15.20661
FDD_Phwezi_1;1347;;0;2;0;30;34.03564;-10.88672
FDD_Premier_Lodge_1;1347;;90;0;0;24;34.99334;-15.69329
FDD_Premier_Lodge_2;1347;;150;0;0;24;34.99334;-15.69329
FDD_Premier_Lodge_3;1347;;300;0;0;30;34.99334;-15.69329
FDD_Rafik_Foundation_1;1347;;345;3;0;30;33.98221;-11.47253
FDD_Rafik_Foundation_2;1347;;150;3;0;30;33.98221;-11.47253
FDD_Rafik_Foundation_3;1347;;260;3;0;30;33.98221;-11.47253
FDD_Railways_1;1347;;0;0;0;0;35.06715;-15.81963
FDD_Railways_2;1347;;0;0;0;0;35.06715;-15.81963
FDD_Railways_3;1347;;0;0;0;0;35.06715;-15.81963
FDD_Rumphi_1;1347;;140;2;0;30;33.84469;-10.99694
FDD_Rumphi_Town_1;1347;;0;2;0;30;33.85552;-11.0213
FDD_Rumphi_Town_2;1347;;200;2;0;30;33.85552;-11.0213
FDD_Sadzi_1;1347;;0;3;0;30;35.3059;-15.4139
FDD_Sadzi_2;1347;;120;3;0;30;35.3059;-15.4139
FDD_Sadzi_3;1347;;220;3;0;30;35.3059;-15.4139
FDD_Sadzi_Hill_1;1347;;0;0;0;0;35.31913;-15.41476
FDD_Sadzi_Hill_2;1347;;0;0;0;0;35.31913;-15.41476
FDD_Safalawo_1;1347;;0;2;0;30;35.04492;-15.77592
FDD_Safalawo_2;1347;;120;2;0;30;35.04492;-15.77592
FDD_Salima_1;1347;;0;4;0;30;34.45632;-13.7816
FDD_Salima_2;1347;;120;4;0;30;34.45632;-13.7816
FDD_Salima_3;1347;;240;4;0;30;34.45632;-13.7816
FDD_Salima_Bus_Depot_1;1347;;23;3;0;30;34.46002;-13.79036
FDD_Salima_Bus_Depot_2;1347;;88;3;0;30;34.46002;-13.79036
FDD_Salima_Bus_Depot_3;1347;;297;3;0;30;34.46002;-13.79036
FDD_Sani_1;1347;;0;2;0;30;34.3162;-13.02809
FDD_Senti_1;1347;;60;1;0;30;33.76868;-13.93116
FDD_Senti_2;1347;;180;1;0;30;33.76868;-13.93116
FDD_Senti_3;1347;;270;1;0;30;33.76868;-13.93116
FDD_Sharpevalley_1;1347;;0;2;0;30;34.73222;-14.61472
FDD_Soche_East_1;1347;;330;1;0;28;35.01608;-15.81915
FDD_Soche_East_2;1347;;150;1;0;26;35.01608;-15.81915
FDD_Soche_East_3;1347;;240;1;0;28;35.01608;-15.81915
FDD_Soche_Hill_1;1347;;0;1;0;38;35.03318;-15.83351
FDD_Soche_Hill_2;1347;;100;1;0;38;35.03318;-15.83351
FDD_Soche_Hill_3;1347;;200;1;0;38;35.03318;-15.83351
FDD_Songani_1;1347;;0;2;0;30;35.3833;-15.3167
FDD_Sorgin_1;1347;;0;2;0;30;35.01592;-16.54047
FDD_Sucoma_1;1347;;30;4;0;30;34.89418;-16.25441
FDD_Sun_and_Sand_1;1347;;10;0;0;42;35.10382;-14.28779
FDD_Sun_and_Sand_2;1347;;150;0;0;42;35.10382;-14.28779
FDD_Sun_Village_1;1347;;0;2;0;30;35.1886;-15.043
FDD_Sunny_Side_Park_1;1347;;0;0;0;0;35.00363;-15.79878
FDD_Sunny_Side_Park_2;1347;;0;0;0;0;35.00363;-15.79878
FDD_Sunny_side_park_3;1347;;0;0;0;0;35.00363;-15.79878
FDD_Superior_Hotel_1;1347;;60;1;0;20;35.02733;-15.75568
FDD_Superior_Hotel_2;1347;;150;0;0;16;35.02733;-15.75568
FDD_Superior_Hotel_3;1347;;310;0;0;16;35.02733;-15.75568
FDD_Tengani_1;1347;;0;2;0;30;35.27165;-16.73505
FDD_Thazima_1;1347;;0;2;0;30;33.58281;-10.83946
FDD_Thazima_2;1347;;120;2;0;30;33.58281;-10.83946
FDD_Thondwe_1;1347;;0;2;0;30;35.22206;-15.49483
FDD_Thyolo_1;1347;;0;2;0;30;35.14923;-16.07007
FDD_Thyolo_2;1347;;120;2;0;30;35.14923;-16.07007
FDD_Thyolo_Number_One_1;1347;;0;0;0;0;35.13266;-16.06647
FDD_Thyolo_Number_One_2;1347;;180;3;0;30;35.13266;-16.06647
FDD_Thyolo_Number_One_3;1347;;320;3;0;30;35.13266;-16.06647
FDD_Tikumphire_1;1347;;0;3;0;30;34.00518;-11.45001
FDD_Tikumphire_2;1347;;120;3;0;30;34.00518;-11.45001
FDD_Tikumphire_3;1347;;0;0;0;0;34.00518;-11.45001
FDD_Trade_Fair_1;1347;;10;1;0;24;35.02895;-15.80031
FDD_Trade_Fair_2;1347;;90;3;0;40;35.02895;-15.80031
FDD_Trade_Fair_3;1347;;230;3;0;28;35.02895;-15.80031
FDD_Tsabango_1;1347;;0;0;0;0;33.79189;-14.00766
FDD_Tsabango_2;1347;;0;0;0;0;33.79189;-14.00766
FDD_Tukombo_1;1347;;0;2;0;30;34.05135;-12.09226
FDD_Ulimi_House_1;1347;;0;2;0;30;35.00057;-15.78507
FDD_Ulimi_House_2;1347;;120;2;0;30;35.00057;-15.78507
FDD_Ulongwe_1;1347;;0;2;0;30;35.17291;-14.84578
FDD_Ulongwe_2;1347;;120;2;0;30;35.17291;-14.84578
FDD_Yesaya_Nkosi_1;1347;;0;2;0;30;33.54833;-11.72028
FDD_Yesaya_Nkosi_2;1347;;120;2;0;30;33.54833;-11.72028
FDD_Zalewa_(combined)_1;1347;;0;2;0;30;34.90545;-15.45825
FDD_Zalewa_(combined)_2;1347;;240;2;0;30;34.90545;-15.45825
FDD_Zingwangwa_1;1347;;0;0;0;30;35.0101;-15.82095
FDD_Zingwangwa_2;1347;;130;0;0;34;35.0101;-15.82095
FDD_Zingwangwa_3;1347;;190;0;0;30;35.0101;-15.82095
FDD_Zomba_Central_1;1347;;20;2;0;39;35.31374;-15.38705
FDD_Zomba_Central_2;1347;;100;2;0;45;35.31374;-15.38705
FDD_Zomba_Central_3;1347;;230;2;0;45;35.31374;-15.38705
FDD_Zomba_Chichiri_1;1347;;0;0;0;0;35.37948;-15.41385
FDD_Zomba_Chichiri_2;1347;;0;0;0;0;35.37948;-15.41385
FDD_Zomba_Exchange_1;1347;;0;0;0;0;35.32487;-15.37569
FDD_Zomba_Exchange_2;1347;;0;0;0;0;35.32487;-15.37569
FDD_Zomba_Exchange_3;1347;;0;0;0;0;35.32487;-15.37569
FDD_Zomba_Peak_1;1347;;0;0;0;0;35.27389;-15.34944
FDD_Zomba_Police_1;1347;;340;3;0;25;35.33184;-15.39088
FDD_Zomba_Police_2;1347;;120;2;0;25;35.33184;-15.39088
FDD_Zomba_Police_3;1347;;240;2;0;25;35.33184;-15.39088
FDD_Zomba_St_Marys_2;1347;;180;3;0;30;35.3174;-15.40254
FDD_Zomba_St_Marys_3;1347;;260;3;0;30;35.3174;-15.40254
FDD_Zomba_Wico_1;1347;;0;3;0;30;35.32169;-15.3897
FDD_Zomba_Wico_2;1347;;140;3;0;30;35.32169;-15.3897
FDD_Zomba_Wico_3;1347;;240;3;0;30;35.32169;-15.3897
FDD_Zubayumo_1;1347;;0;2;0;30;33.49336;-11.85433
TDD_Adventist_Hospital_1;37950;;0;1;0;32;35.00375;-15.78221
TDD_Adventist_Hospital_2;37950;;160;1;0;32;35.00375;-15.78221
TDD_Adventist_Hospital_3;37950;;280;1;0;32;35.00375;-15.78221
TDD_Adventist_Hospital_4;37800;;0;1;0;32;35.00375;-15.78221
TDD_Adventist_Hospital_5;37800;;160;1;0;32;35.00375;-15.78221
TDD_Adventist_Hospital_6;37800;;280;1;0;32;35.00375;-15.78221
TDD_Area_18B_1;37950;;340;2;0;28;33.77316;-13.94219
TDD_Area_18B_2;37950;;80;2;0;28;33.77316;-13.94219
TDD_Area_18B_3;37950;;240;3;0;28;33.77316;-13.94219
TDD_Area_18B_4;37800;;340;2;0;28;33.77316;-13.94219
TDD_Area_18B_5;37800;;80;2;0;28;33.77316;-13.94219
TDD_Area_18B_6;37800;;240;3;0;28;33.77316;-13.94219
TDD_Area_25B_1;37950;;40;1;0;29;33.76075;-13.88568
TDD_Area_25B_2;37950;;180;2;0;30;33.76075;-13.88568
TDD_Area_25B_3;37950;;240;2;0;30;33.76075;-13.88568
TDD_Area_3_Bwaila_1;37950;;34;1;0;34;33.75724;-13.98945
TDD_Area_3_Bwaila_2;37950;;140;0;0;34;33.75724;-13.98945
TDD_Area_3_Bwaila_3;37950;;280;1;0;34;33.75724;-13.98945
TDD_Area_3_Bwaila_5;37800;;140;0;0;34;33.75724;-13.98945
TDD_Area_3_Mafumu_1;37950;;300;3;0;30;33.76114;-14.00198
TDD_Area_3_Mafumu_2;37950;;70;3;0;30;33.76114;-14.00198
TDD_Area_3_Mafumu_3;37950;;190;3;0;30;33.76114;-14.00198
TDD_Area_3_Mafumu_4;37800;;300;3;0;30;33.76114;-14.00198
TDD_Area_3_Mafumu_5;37800;;70;3;0;30;33.76114;-14.00198
TDD_Area_3_Mafumu_6;37800;;190;3;0;30;33.76114;-14.00198
TDD_Area_3_Police_1;37950;;34;3;0;29;33.76827;-13.98876
TDD_Area_3_Police_2;37950;;100;2;0;29;33.76827;-13.98876
TDD_Area_3_Police_3;37950;;260;2;0;29;33.76827;-13.98876
TDD_Area_3_Police_4;37800;;34;3;0;29;33.76827;-13.98876
TDD_Area_3_Police_5;37800;;100;2;0;29;33.76827;-13.98876
TDD_Area_3_Police_6;37800;;260;2;0;29;33.76827;-13.98876
TDD_Area_4_1;37950;;340;3;0;26;33.76968;-13.98366
TDD_Area_4_2;37950;;120;2;0;26;33.76968;-13.98366
TDD_Area_4_3;37950;;220;4;0;26;33.76968;-13.98366
TDD_Area_4_4;37800;;340;3;0;26;33.76968;-13.98366
TDD_Area_4_5;37800;;120;2;0;26;33.76968;-13.98366
TDD_Area_4_6;37800;;220;4;0;26;33.76968;-13.98366
TDD_Area_47_Bwandilo_1;37950;;340;2;0;36;33.76669;-13.95211
TDD_Area_47_Bwandilo_2;37950;;140;2;0;36;33.76669;-13.95211
TDD_Area_47_Bwandilo_3;37950;;240;2;0;36;33.76669;-13.95211
TDD_Area_47_Bwandilo_4;37800;;340;2;0;36;33.76669;-13.95211
TDD_Area_47_Bwandilo_5;37800;;140;2;0;36;33.76669;-13.95211
TDD_Area_47_Bwandilo_6;37800;;240;2;0;36;33.76669;-13.95211
TDD_Area_48_1;37950;;0;0;0;0;33.7618;-13.9405
TDD_Area_48_2;37800;;0;0;0;0;33.7618;-13.9405
TDD_Area_50_1;37950;;70;4;0;32;33.75088;-13.90106
TDD_Area_50_2;37950;;150;4;0;32;33.75088;-13.90106
TDD_Area_50_3;37950;;300;4;0;32;33.75088;-13.90106
TDD_Area_9_1;37950;;60;2;0;35;33.74843;-13.98256
TDD_Area_9_2;37950;;140;2;0;37;33.74843;-13.98256
TDD_Area_9_3;37950;;280;2;0;35;33.74843;-13.98256
TDD_Balaka_1;37950;;70;4;0;35;34.95622;-14.98983
TDD_Balaka_2;37950;;140;4;0;35;34.95622;-14.98983
TDD_Balaka_3;37950;;280;4;0;35;34.95622;-14.98983
TDD_BCA_Hill_1;37950;;50;2;0;36;35.066;-15.83368
TDD_BCA_Hill_2;37950;;200;4;0;26;35.066;-15.83368
TDD_BCA_Hill_3;37950;;290;5;0;26;35.066;-15.83368
TDD_BICC_1;37950;;50;4;0;50;33.79153;-13.9549
TDD_Biwi_Triangle_1;37950;;50;2;0;24;33.7857;-14.0099
TDD_Biwi_Triangle_2;37950;;150;2;0;24;33.7857;-14.0099
TDD_Biwi_Triangle_3;37950;;280;7;0;24;33.7857;-14.0099
TDD_Biwi_Triangle_5;37800;;150;2;0;24;33.7857;-14.0099
TDD_Bunda_1;37950;;320;8;0;14;33.77531;-14.1784
TDD_Bunda_2;37950;;140;2;0;14;33.77531;-14.1784
TDD_Bunda_3;37950;;280;4;0;14;33.77531;-14.1784
TDD_Bwalolanjobvu_1;37950;;330;3;0;44;33.77805;-13.98353
TDD_Bwalolanjobvu_2;37950;;80;3;0;44;33.77805;-13.98353
TDD_Bwalolanjobvu_3;37950;;200;3;0;44;33.77805;-13.98353
TDD_Bwalolanjobvu_4;37800;;330;3;0;44;33.77805;-13.98353
TDD_Bwalolanjobvu_5;37800;;80;3;0;44;33.77805;-13.98353
TDD_Bwalolanjobvu_6;37800;;200;3;0;44;33.77805;-13.98353
TDD_Cape_Maclear_2;37950;;40;4;0;35;34.83729;-14.02759
TDD_Cape_Maclear_3;37950;;110;4;0;35;34.83729;-14.02759
TDD_Chanco_1;37950;;30;4;0;36;35.34045;-15.3907
TDD_Chanco_2;37950;;100;4;0;36;35.34045;-15.3907
TDD_Chanco_3;37950;;270;4;0;36;35.34045;-15.3907
TDD_Chanco_4;37800;;30;4;0;36;35.34045;-15.3907
TDD_Chanco_5;37800;;100;4;0;36;35.34045;-15.3907
TDD_Chanco_6;37800;;270;4;0;36;35.34045;-15.3907
TDD_Chayamba_House_1;37950;;20;1;0;41;35.00541;-15.787
TDD_Chayamba_House_2;37950;;200;0;0;41;35.00541;-15.787
TDD_Chayamba_House_3;37950;;310;2;0;41;35.00541;-15.787
TDD_Chemusa_1;37950;;20;0;0;40;34.99841;-15.76486
TDD_Chemusa_2;37950;;160;0;0;40;34.99841;-15.76486
TDD_Chemusa_3;37950;;280;2;0;40;34.99841;-15.76486
TDD_Chemusa_4;37800;;20;0;0;40;34.99841;-15.76486
TDD_Chichiri_School_1;37950;;90;0;0;38;35.04381;-15.80363
TDD_Chichiri_School_2;37950;;220;3;0;38;35.04381;-15.80363
TDD_Chichiri_School_3;37950;;290;2;0;38;35.04381;-15.80363
TDD_Chichiri_School_4;37800;;90;0;0;38;35.04381;-15.80363
TDD_Chichiri_School_5;37800;;220;3;0;38;35.04381;-15.80363
TDD_Chichiri_School_6;37800;;290;2;0;38;35.04381;-15.80363
TDD_Chilomoni_Fargo_1;37950;;320;0;0;24;34.98258;-15.77922
TDD_Chilomoni_Fargo_2;37950;;140;0;0;28;34.98258;-15.77922
TDD_Chilomoni_Fargo_3;37950;;220;0;0;28;34.98258;-15.77922
TDD_Chinyonga_1;37950;;0;2;0;32;35.03832;-15.81669
TDD_Chinyonga_2;37950;;110;1;0;32;35.03832;-15.81669
TDD_Chinyonga_3;37950;;250;3;0;32;35.03832;-15.81669
TDD_Dwangwa_Factory_1;37950;;310;3;0;50;34.15676;-12.49802
