Cell_ID;Dl Freq;Ul Freq;Azimuth;Tilt_Electrical;Tilt_Mechanical;Antenna height_m_;Longitude;Latitude
TDD_Dwangwa_Factory_2;37950;;160;3;0;50;34.15676;-12.49802
TDD_Dwangwa_Factory_4;37800;;310;3;0;50;34.15676;-12.49802
TDD_Dwangwa_Factory_5;37800;;160;3;0;50;34.15676;-12.49802
TDD_Dwangwa_TC_2;37950;;120;4;0;35;34.10888;-12.50677
TDD_Dwangwa_TC_3;37950;;240;4;0;35;34.10888;-12.50677
TDD_Gulliver_Stadium_1;37950;;20;1;0;34;33.75055;-13.9412
TDD_Gulliver_Stadium_2;37950;;184;2;0;34;33.75055;-13.9412
TDD_Gulliver_Stadium_3;37950;;320;3;0;34;33.75055;-13.9412
TDD_Gulliver_Stadium_4;37800;;20;1;0;34;33.75055;-13.9412
TDD_Kangombe_1;37950;;320;3;0;40;33.79262;-13.95905
TDD_Kangombe_2;37950;;90;1;0;40;33.79262;-13.95905
TDD_Kangombe_3;37950;;240;2;0;40;33.79262;-13.95905
TDD_Kangombe_4;37800;;320;3;0;40;33.79262;-13.95905
TDD_Kangombe_5;37800;;90;1;0;40;33.79262;-13.95905
TDD_Kangombe_6;37800;;240;2;0;40;33.79262;-13.95905
TDD_Kasasa_2;37950;;60;4;0;35;34.11558;-12.54423
TDD_Kasasa_3;37950;;140;4;0;35;34.11558;-12.54423
TDD_Kasungu_Town_1;37950;;340;4;0;35;33.48159;-13.03715
TDD_Kasungu_Town_2;37950;;80;4;0;35;33.48159;-13.03715
TDD_Kasungu_Town_3;37950;;200;4;0;35;33.48159;-13.03715
TDD_Katawa_1;37950;;90;3;0;30;34.0258;-11.442
TDD_Katawa_2;37950;;170;3;0;30;34.0258;-11.442
TDD_Katawa_3;37950;;330;3;0;30;34.0258;-11.442
TDD_Katoto_School_1;37950;;0;2;0;30;34.0074;-11.46019
TDD_Katoto_School_2;37950;;80;2;0;30;34.0074;-11.46019
TDD_Katoto_School_3;37950;;180;3;0;30;34.0074;-11.46019
TDD_Katoto_School_4;37800;;0;2;0;30;34.0074;-11.46019
TDD_Katoto_School_5;37800;;80;2;0;30;34.0074;-11.46019
TDD_Katoto_School_6;37800;;180;3;0;30;34.0074;-11.46019
TDD_Kawale_1;37950;;300;2;0;27;33.8021;-13.9879
TDD_Kawale_2;37950;;72;2;0;27;33.8021;-13.9879
TDD_Kawale_3;37950;;240;2;0;27;33.8021;-13.9879
TDD_Kuchawe_Inn_1;37950;;340;6;0;46;35.31419;-15.36616
TDD_Kuchawe_Inn_2;37950;;100;6;0;46;35.31419;-15.36616
TDD_Kuchawe_Inn_3;37950;;180;6;0;46;35.31419;-15.36616
TDD_Likungwati_1;37950;;340;3;0;30;35.33152;-15.4038
TDD_Likungwati_2;37950;;80;3;0;30;35.33152;-15.4038
TDD_Likungwati_3;37950;;240;3;0;30;35.33152;-15.4038
TDD_Likungwati_4;37800;;340;3;0;30;35.33152;-15.4038
TDD_Likungwati_5;37800;;80;3;0;30;35.33152;-15.4038
TDD_Likungwati_6;37800;;240;3;0;30;35.33152;-15.4038
TDD_Limbe_Centre_1;37950;;0;0;0;18;35.05671;-15.81284
TDD_Limbe_Centre_2;37950;;130;0;0;18;35.05671;-15.81284
TDD_Limbe_Centre_3;37950;;250;0;0;18;35.05671;-15.81284
TDD_Limbe_Centre_4;37800;;0;0;0;18;35.05671;-15.81284
TDD_Limbe_Centre_5;37800;;130;0;0;18;35.05671;-15.81284
TDD_Livingstone_Towers_1;37950;;320;2;0;40;35.0072;-15.7858
TDD_Livingstone_Towers_2;37950;;130;6;0;38;35.0072;-15.7858
TDD_Livingstone_Towers_3;37950;;250;4;0;38;35.0072;-15.7858
TDD_Livingstone_Towers_4;37800;;320;2;0;40;35.0072;-15.7858
TDD_Livingstone_Towers_5;37800;;130;6;0;38;35.0072;-15.7858
TDD_Livingstone_Towers_6;37800;;250;4;0;38;35.0072;-15.7858
TDD_Machinjiri_2;37950;;100;1;0;24;35.05129;-15.72265
TDD_Machinjiri_3;37950;;240;2;0;24;35.05129;-15.72265
TDD_Maldeco_2;37950;;230;4;0;35;35.1489;-14.32704
TDD_Mangochi_1;37950;;310;4;0;35;35.26805;-14.48116
TDD_Mangochi_2;37950;;60;4;0;35;35.26805;-14.48116
TDD_Mangochi_3;37950;;230;4;0;35;35.26805;-14.48116
TDD_Manja_1;37950;;80;0;0;20;35.02514;-15.8206
TDD_Manja_2;37950;;180;0;0;18;35.02514;-15.8206
TDD_Manja_3;37950;;240;0;0;18;35.02514;-15.8206
TDD_Manja_4;37800;;80;0;0;20;35.02514;-15.8206
TDD_Manja_5;37800;;180;0;0;18;35.02514;-15.8206
TDD_Manja_6;37800;;240;0;0;18;35.02514;-15.8206
TDD_Mchengautuba_1;37950;;50;3;0;30;33.9777;-11.4487
TDD_Mchengautuba_2;37950;;100;1;0;30;33.9777;-11.4487
TDD_Mchengautuba_3;37950;;200;2;0;30;33.9777;-11.4487
TDD_Mpingwe_1;37950;;0;5;0;30;35.0866;-15.80848
TDD_Mpingwe_2;37950;;190;1;0;29;35.0866;-15.80848
TDD_Mpingwe_3;37950;;270;5;0;30;35.0866;-15.80848
TDD_Mzimba_Hospital_1;37950;;0;0;0;40;33.59587;-11.90003
TDD_Mzimba_Hospital_2;37950;;90;0;0;40;33.59587;-11.90003
TDD_Mzimba_Hospital_3;37950;;160;0;0;40;33.59587;-11.90003
TDD_Mzuzu_Chimaliro_1;37950;;0;0;0;0;34.03263;-11.44983
TDD_Mzuzu_Chimaliro_2;37950;;0;0;0;0;34.03263;-11.44983
TDD_Mzuzu_Chimaliro_3;37950;;0;0;0;0;34.03263;-11.44983
TDD_Mzuzu_water_board_1;37950;;0;3;0;33;33.99554;-11.46326
TDD_Mzuzu_water_board_2;37950;;120;1;0;33;33.99554;-11.46326
TDD_Mzuzu_water_board_3;37950;;240;3;0;33;33.99554;-11.46326
TDD_Naperi_1;37950;;0;0;0;36;35.01206;-15.80929
TDD_Naperi_2;37950;;150;2;0;36;35.01206;-15.80929
TDD_Naperi_3;37950;;250;3;0;36;35.01206;-15.80929
TDD_Naperi_6;37800;;0;0;0;0;35.01206;-15.80929
TDD_Ndirande_1;37950;;0;0;0;0;35.0578;-15.7694
TDD_Ndirande_2;37950;;0;0;0;0;35.0578;-15.7694
TDD_Ndirande_3;37950;;0;0;0;0;35.0578;-15.7694
TDD_Njewa_1;37950;;0;0;0;30;33.6979;-13.9785
TDD_Njewa_2;37950;;60;0;0;30;33.6979;-13.9785
TDD_Njewa_3;37950;;220;0;0;30;33.6979;-13.9785
TDD_Nyambadwe_Residential_1;37950;;30;1;0;35;35.01953;-15.77225
TDD_Nyambadwe_Residential_2;37950;;180;1;0;35;35.01953;-15.77225
TDD_Nyambadwe_Residential_3;37950;;270;2;0;34;35.01953;-15.77225
TDD_Premier_Lodge_1;37950;;90;2;0;40;34.99334;-15.69329
TDD_Premier_Lodge_2;37950;;180;0;0;36;34.99334;-15.69329
TDD_Premier_Lodge_3;37950;;320;2;0;36;34.99334;-15.69329
TDD_Salima_1;37950;;10;4;0;35;34.45632;-13.7816
TDD_Salima_2;37950;;110;4;0;35;34.45632;-13.7816
TDD_Salima_3;37950;;330;4;0;35;34.45632;-13.7816
TDD_Superior_Hotel_2;37950;;100;1;0;20;35.02733;-15.75568
TDD_Superior_Hotel_3;37950;;260;2;0;20;35.02733;-15.75568
TDD_TBS_1;37950;;350;0;0;44;35.05163;-15.80209
TDD_TBS_2;37950;;90;0;0;44;35.05163;-15.80209
TDD_TBS_3;37950;;220;0;0;44;35.05163;-15.80209
TDD_TBS_4;37800;;0;2;0;30;35.05163;-15.80209
TDD_TBS_5;37800;;120;2;0;30;35.05163;-15.80209
TDD_TBS_6;37800;;240;2;0;30;35.05163;-15.80209
TDD_Zingwangwa_1;37950;;0;0;0;40;35.0101;-15.82095
TDD_Zingwangwa_2;37950;;120;1;0;40;35.0101;-15.82095
TDD_Zingwangwa_3;37950;;240;1;0;38;35.0101;-15.82095
TDD_Zingwangwa_4;37800;;0;0;0;40;35.0101;-15.82095
TDD_Zomba_Central_1;37950;;20;2;0;39;35.31374;-15.38705
TDD_Zomba_Central_2;37950;;100;2;0;43;35.31374;-15.38705
TDD_Zomba_Central_3;37950;;190;2;0;43;35.31374;-15.38705
